DOI,Title,Predicted_Course
10.1109/CSEET62301.2024.10663042,Using Generative Artificial Intelligence Tools in Software Engineering Courses,Software Engineering
10.1109/ITME63426.2024.00174,Exploration of the Reform of Programming Courses Based on Generative AI,Introductory Programming
10.1109/IJCNN60899.2024.10651492,Teaching UML using a RAG-based LLM,Software Engineering
10.1145/3597503.3639187,Using an LLM to Help with Code Understanding,Software Engineering
10.1109/INISTA62901.2024.10683837,"Evaluating the Performance of Large Language Models in Competitive Programming: A Multi-Year, Multi-Grade Analysis",Artificial Intelligence
10.1109/QRS62785.2024.00027,Empirical Evaluation of Large Language Models for Novice Program Fault Localization,Introductory Programming
10.1109/ISCSIC64297.2024.00064,JavaLLM: A Fine-Tuned LLM for Java Programming Education,Object-oriented Programming
10.1109/FIE61694.2024.10893137,BoilerTAI: A Platform for Enhancing Instruction Using Generative AI in Educational Forums,Educational Technology
10.1109/ICEED62316.2024.10923798,Fostering Personalized Learning in Data Science: Integrating Innovative Tools and Strategies for Diverse Pathways,Computing Education
10.1109/ACCESS.2025.3541424,Generative AI in Engineering and Computing Education: A Scoping Review of Empirical Studies and Educational Practices,Educational Technology in Computing
10.1109/EDUCON60312.2024.10578838,Evaluating the Application of Large Language Models to Generate Feedback in Programming Education,Introductory Programming
10.1109/URTC65039.2024.10937513,Assessing the Consistency of Open-Source Large Language Models for Algorithm Evaluation,Artificial Intelligence in Education
10.1109/BigSurv59479.2023.10486710,Seeing ChatGPT Through Students’ Eyes: An Analysis of TikTok Data,Human-Computer Interaction
10.1109/FIE61694.2024.10893099,Work-in-Progress: Students' Prompting Strategies When Solving an Engineering Design Task,Human-Computer Interaction
10.1109/FIE61694.2024.10893324,AI Can Help Instructors Help Students: An LLM-Supported Approach to Generating Customized Student Reflection Responses,Educational Technology
10.1109/IISA59645.2023.10345949,Is ChatGPT Beneficial to Education? A Holistic Evaluation Framework Based on Intelligent Tutoring Systems,Artificial Intelligence in Education
10.1109/FIE61694.2024.10893284,WIP: Enhancing Career Preparedness Through a Software Engineering Capstone Course Design,Software Engineering
10.1109/ICAI63388.2024.10851491,A Comparative Analysis of Generative AI Models for Improving Learning Process in Higher Education,Artificial Intelligence in Education
10.1109/EDUCON62633.2025.11016505,Concepts for Teaching Software Development in the Age of AI-Tools,Software Engineering
10.1109/FIE61694.2024.10893117,AI Generated Code Plagiarism Detection in Computer Science Courses: A Literature Mapping,Introductory Programming
10.1109/EDUCON62633.2025.11016587,Deploying Language Model-Based Assessment Support Technology in a Computer Science Degree: How Do the Academics Feel About It?,Educational Technology in Computer Science
10.1109/EDUCON62633.2025.11016372,Decoding Student Approaches: Navigating Complex Open-Ended Engineering Problems with Large Language Models,Human-Computer Interaction
10.1109/ACCESS.2023.3325741,Exercise Generation and Student Cognitive Ability Research Based on ChatGPT and Rasch Model,Educational Technology
10.1109/ITHET61869.2024.10837605,Enhancing Student Learning in Scrum Projects with Generative AI Assistance,Software Engineering
10.1109/MIS.2023.3255599,Rethinking Homework in the Age of Artificial Intelligence,Educational Technology
10.1109/ICALT61570.2024.00040,Shaping Programming and Data Science Education: Insights from GenAI Technical Book Trends,Curriculum Development in Computer Science Education
10.1109/EDUCON62633.2025.11016653,Harnessing Multi-Agent LLMs for Complex Engineering Problem-Solving: A Framework for Senior Design Projects,Software Engineering
10.1109/FIE61694.2024.10893159,AI Literacy for All: Adjustable Interdisciplinary Socio-technical Curriculum,Artificial Intelligence Literacy
10.1109/ICDMW65004.2024.00045,Foundation Models for Course Equivalency Evaluation,Natural Language Processing
10.1109/FIE58773.2023.10343247,Challenging the Confirmation Bias: Using ChatGPT as a Virtual Peer for Peer Instruction in Computer Programming Education,Introductory Programming
10.1109/TLT.2025.3526582,Data Augmentation for Sparse Multidimensional Learning Performance Data Using Generative AI,Machine Learning
10.1109/FIE58773.2023.10343052,"With ChatGPT, Do We have to Rewrite Our Learning Objectives - CASE Study in Cybersecurity",Computer Security
10.1109/EDUCON60312.2024.10578821,The Postgraduate Student Perspective on Academic Misconduct in the Era of Essay Mills and Generative AI: A Case Study from Northeast England,Academic Integrity in Computing Education
10.1109/RE59067.2024.00049,Requirements are All You Need: From Requirements to Code with LLMs,Software Engineering
10.1109/CONCAPAN63470.2024.10933867,Improving the Efficacy of an Automated Judging System in an Introductory Programming Class using a Large Language Model,Introductory Programming
10.1109/FIE61694.2024.10893028,WIP Productive Uses of Generative AI: Preliminary Findings from an Electrical and Computer Engineering Capstone Course,Capstone Project in Electrical and Computer Engineering
10.1109/ICMLA61862.2024.00187,Evaluating the Efficacy of Large Language Models in Automating Academic Peer Reviews,Natural Language Processing
10.1109/ICWR65219.2025.11006172,Assessing Large Language Models as Agile Scrum Masters: A Comparative Study of Project Planning Efficiency,Software Engineering
10.1109/FIE58773.2023.10343189,On the Challenges and Opportunities of Using ChatGPT in Academia,Educational Technology
10.1109/WSC63780.2024.10838799,Understanding Optimal Interactions Between Students and A Chatbot During A Programming Task,Introductory Programming
10.1109/AICS60730.2023.10470521,ChatPapers: An AI Chatbot for Interacting with Academic Research,Artificial Intelligence
10.1109/SIIE59826.2023.10423681,Integration of Large Language Models into Higher Education: A Perspective from Learners,Educational Technology
10.1109/IITCEE64140.2025.10915427,Quantales: Bridging Realms with Quantum Generative Adversarial Networks and Transformers in Educational Content Creation,Quantum Computing and Machine Learning
10.1109/CAI59869.2024.00133,Human-Generative AI Collaborative Problem Solving Who Leads and How Students Perceive the Interactions,Human-Computer Interaction
10.1109/SSE62657.2024.00046,How LLMs Aid in UML Modeling: An Exploratory Study with Novice Analysts,Software Engineering
10.1109/TITS.2025.3571213,Methodology and Benchmark for Automated Driving Theory Test of Large Language Models,Artificial Intelligence
10.1049/icp.2023.1537,ChatGPT's use case for software engineers,Software Engineering
10.1109/ISET61814.2024.00019,Integrating Generative AI in Software Engineering Education: Practical Strategies,Software Engineering
10.1109/RE59067.2024.00056,Using LLMs in Software Requirements Specifications: An Empirical Evaluation,Software Engineering
10.1109/ISEC61299.2024.10664905,Teaching Security in the Era of Generative AI: A Course Design of Security + ChatGPT,Computer Security
10.1109/EDUNINE62377.2025.10981409,Adapting Program Assessment for the Age of Generative AI,Educational Technology in Computer Science
10.1145/3639474.3640061,AI-Tutoring in Software Engineering Education: Experiences with Large Language Models in Programming Assessments,Software Engineering
10.1109/TSE.2023.3334955,An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation,Software Engineering
10.1109/BTS-I2C63534.2024.10942198,Analyzing Student Ethical Perception on ChatGPT Usage in Indonesian Higher Education,Ethics in Technology
10.1109/TALE56641.2023.10398310,Designing Worksheet for Using ChatGPT: Towards Enhancing Information Retrieval and Judgment Skills,Human-Computer Interaction
10.1109/EDUNINE60625.2024.10500634,Reflection on the use of Generative Language Models as a Tool for Teaching Design,Educational Technology
10.1109/ICEED62316.2024.10923780,Enhancing STEM Education with ChatGPT: A Case Study on Developing Practice Assessments for C Programming,Introductory Programming
10.1109/FIE61694.2024.10893530,Challenges and Preferences of Learning Machine Learning: A Student Perspective,Machine Learning
10.1109/EDUCON60312.2024.10578869,Experiences and Proposals of Use of Generative AI in Advanced Software Courses,Software Engineering
10.1109/EDUCON60312.2024.10578746,Developing Critical Thinking Practices Interwoven with Generative AI Usage in an Introductory Programming Course,Introductory Programming
10.1109/INFOTEH57020.2023.10094133,Use of ChatGPT in ESP Teaching Process,Educational Technology
10.1109/EDUCON60312.2024.10578748,A Strategy for AI-Supplemented Teaching and Learning,Educational Technology in Computer Science
10.1109/EDUCON60312.2024.10578789,Work in Progress: Empowering Engineering Education With ChatGPT: A Dive into the Potential and Challenges of Using AI for Tutoring,Introductory Programming
10.1109/ACCESS.2024.3461874,"The Generative AI Landscape in Education: Mapping the Terrain of Opportunities, Challenges, and Student Perception",Educational Technology
10.1109/COMPSAC61105.2024.00027,Detecting LLM-Generated Text in Computing Education: Comparative Study for ChatGPT Cases,Computing Education
10.1109/IISEC56263.2022.9998298,A Research On The New Generation Artificial Intelligence Technology Generative Pretraining Transformer 3,Natural Language Processing
10.1109/ICETA63795.2024.10850830,Using Machine Learning Concepts with ControlNet for Educational Advancements,Machine Learning
10.1109/EDUCON62633.2025.11016556,Engaging Students in Scientific Writing: The STRaWBERRY Checklist Framework with LLM-based Paper Draft Assessment,Scientific Writing in Computer Science
10.1109/ICCIAA65327.2025.11013578,Design and Implementation of a Comprehensive RAG-Driven Dashboard Within the ILO System for Data Visualization and Query Support: A Case Study of the University of Petra,Databases
10.1109/ICET62460.2024.10869067,EduGuard-LLM: An AI-Generated Content Detector Using Large Language Models for Safeguarding Educational Integrity,Natural Language Processing
10.1109/ICSR66718.2025.00014,Porting an LLM based Application from ChatGPT to an On-Premise Environment,Distributed Systems
10.1109/ITHET61869.2024.10837643,Mapping the Educational Revolution: A Bibliometric Analysis of ChatGPT's Impact on Teaching and Learning,Educational Technology
10.1109/FIE61694.2024.10892969,Avoiding ‘Sinking the Boat’ While not ‘Missing the Boat’: K-12 Leaders' Early-on Perspectives of AI Risks and Benefits and Their Implications for Developers,Artificial Intelligence Ethics and Policy
10.1109/EDUCON60312.2024.10578655,Shaping the Future: A Cross-Disciplinary Journey in Design and Technology Integration,Human-Computer Interaction
10.1109/FIE61694.2024.10893165,A Systematic Evaluation of Code-generating Chatbots for Use in Undergraduate Computer Science Education,Computer Science Education
10.1109/ICAMAC62387.2024.10828756,Harnessing AI for Personalized Academic Major Recommendations An Application of Large Language Models in Education,Artificial Intelligence
10.1109/EDUNINE62377.2025.10981346,Workshop: Transforming Student Interaction through Building Educational Chatbots in Engineering and Computing,Educational Technology
10.1109/TLT.2023.3324714,Unleashing ChatGPT's Power: A Case Study on Optimizing Information Retrieval in Flipped Classrooms via Prompt Engineering,Human-Computer Interaction
10.1109/SIEDS65500.2025.11021219,Developing an AI-Driven NC Programming Assistant: A Productive Failure Approach in CNC Education,Educational Technology in Engineering
10.1109/ACCESS.2025.3549309,LLM-CDM: A Large Language Model Enhanced Cognitive Diagnosis for Intelligent Education,Educational Technology
10.1109/TLT.2024.3392896,Scaffolding Computational Thinking With ChatGPT,Introductory Programming
10.1109/EDUCON62633.2025.11016545,"Electrical and Computer Engineering Freshmen and Generative AI: Awareness, Attitudes, and Ethics",Ethics in Technology
10.1109/EDUCON62633.2025.11016518,Engineering Educators' Perspectives on the Impact of Generative AI in Higher Education,Educational Technology
10.1109/ICSE-NIER66352.2025.00007,SolSearch: An LLM-Driven Framework for Efficient SAT-Solving Code Generation,Theory of Computation
10.1109/ACCESS.2025.3530474,Automated Generation of Multiple-Choice Questions for Computer Science Education Using Conditional Generative Adversarial Networks,Computer Science Education
10.1109/AI2E64943.2025.10983252,Accelerate Learning with AI Powered Quiz Master Using Llama LLM,Educational Technology
10.1109/RITA.2025.3565180,Enhancing Research Capabilities in Teaching and Learning: The Transformative Impact of ChatGPT,Educational Technology
10.1109/EDUNINE62377.2025.10980840,Plenary: Enhancing Engineering Education: Integrating Generative AI Tools,Software Engineering
10.1145/3639477.3639720,Assessing LLMs for High Stakes Applications,Artificial Intelligence
10.1109/VL/HCC60511.2024.00051,Towards Effective Validation and Integration of LLM-Generated Code,Software Engineering
10.1109/TSE.2024.3470333,Multitask-Based Evaluation of Open-Source LLM on Software Vulnerability,Computer Security
10.1109/ICMLA58977.2023.00259,A Study on the Vulnerability of Test Questions against ChatGPT-based Cheating,Educational Technology
10.1109/IECA62822.2024.00038,Application Research of Generative Artificial Intelligence Technology in the Design and Art Course Teaching,Human-Computer Interaction
10.1109/ACCESS.2024.3400164,Revolutionizing Higher Education: Unleashing the Potential of Large Language Models for Strategic Transformation,Educational Technology
10.1109/MIPRO60963.2024.10569736,Enhancing Programming Education with Open-Source Generative AI Chatbots,Introductory Programming
10.1109/EDUCON62633.2025.11016490,"Trust in and Adoption of Generative AI in University Education: Opportunities, Challenges, and Implications",Human-Computer Interaction
10.1109/EDUCON62633.2025.11016313,Integration of Ai Tools into an Ai-Driven Software System to Make Learning Programming Easier,Introductory Programming
10.1109/BigData62323.2024.10825124,Can GPT-4 Think Computationally about Digital Archival Tasks? – Part 2,Artificial Intelligence
10.1109/FIE61694.2024.10892918,Integrating Personalized AI-Assisted Instruction Into Remote Laboratories: Enhancing Engineering Education with OpenAI's GPT Models,Digital Design
10.1109/EDUCON62633.2025.11016449,Ai-Assisted Multiple-Choice Questions Generation with Multimodal Large Language Models in Engineering Higher Education,Educational Technology in Engineering
10.1109/TALE62452.2024.10834324,Course Recommendation System Based on Course Knowledge Graph Generated by Large Language Models,Artificial Intelligence
10.1109/FIE61694.2024.10893017,"Misconceptions, Pragmatism, and Value Tensions: Evaluating Students' Understanding and Perception of Generative AI for Education",Human-Computer Interaction
10.1109/ICCUBEA61740.2024.10774819,Generative AI in Education: A Bibliometric and Thematic Analysis,Artificial Intelligence in Education
10.1109/BotSE59190.2023.00008,Navigating Complexity in Software Engineering: A Prototype for Comparing GPT-n Solutions,Software Engineering
10.1109/FIE58773.2023.10343467,Generative AI in Computing Education: Perspectives of Students and Instructors,Computing Education
10.1109/TVCG.2024.3456145,Fine-Tuned Large Language Model for Visualization System: A Study on Self-Regulated Learning in Education,Human-Computer Interaction
10.1109/EDUCON62633.2025.11016470,AI Literacy: Evaluation of an AI Literacy Course for Engineers,AI Literacy
10.1109/ISDFS65363.2025.11012071,"Bibliometric Analysis in AI Assistant for e-learning to Focus Students by Using Camera, Keyboard and Mouse",Human-Computer Interaction
10.1109/ICSME58944.2024.00082,Take Loads Off Your Developers: Automated User Story Generation using Large Language Model,Software Engineering
10.1109/CSCI62032.2023.00276,Leveraging LLMs and MLPs in Designing a Computer Science Placement Test System,Machine Learning
10.1109/IDAP64064.2024.10710971,Academic Use of ChatGPT: Examining the Trends According to Disciplines,Human-Computer Interaction
10.1109/EDUCON62633.2025.11016312,Integrating Generative AI Into Design Thinking: Assessing Impact on Creativity and Innovation in STEM Education,Human-Computer Interaction
10.1109/AIIoT58121.2023.10174472,Artificial Intelligence-Assisted Discovery Learning: An Educational Experience for Entrepreneurship Students Using ChatGPT,Educational Technology
10.1109/CSTE62025.2024.00032,Generative AI in Higher Art Education,Human-Computer Interaction
10.1145/3639478.3641226,Program Decomposition and Translation with Static Analysis,Software Engineering
10.26599/TST.2024.9010089,A Privacy Policy Text Compliance Reasoning Framework with Large Language Models for Healthcare Services,Computer Security
10.1109/ICET59790.2023.10435040,AI Perspectives in Education: A BERT-based Exploration of Informatics Students’ Attitudes to ChatGPT,Natural Language Processing
10.1109/ICICT62343.2024.00060,Improving Source Code with Assistance from AI — A Pilot Case Study with ChatGPT,Software Engineering
10.1109/ACCESS.2025.3535618,From Queries to Courses: SKYRAG’s Revolution in Learning Path Generation via Keyword-Based Document Retrieval,Educational Technology
10.1109/FIE58773.2023.10342985,Exploring NLP-Based Methods for Generating Engineering Ethics Assessment Qualitative Codebooks,Natural Language Processing (NLP)
10.1109/ICDTIE65977.2024.00012,Enhancing University Students' ESG Competencies Through “Artificial Intelligence + Education”-A Case Study of ChatGPT,Artificial Intelligence in Education
10.1109/FIE58773.2023.10342976,Beyond Question Shuffling: Randomization Techniques in Programming Assessment,Educational Technology
10.1109/EDUCON52537.2022.9766649,Work-in-Progress: Computing Sentence Similarity for Short Texts using Transformer models,Natural Language Processing
10.1109/ICITR64794.2024.10857758,Large Language Model-Based Student Intent Classification for Intelligent Tutoring Systems,Natural Language Processing
10.1109/ICDLE63439.2024.00010,From Learners to Contributors: Redefining Bachelor's and Master's Theses in the Context of Generative AI Tools,Educational Technology
10.23919/CNSM62983.2024.10814636,Generating Commit Messages for Configuration Files in 5G Network Deployment Using LLMs,Computer Networks
10.1109/ICALTER61411.2023.10372877,School evaluation and artificial intelligence,Educational Technology
10.1109/MIPRO60963.2024.10569759,Using ChatGPT for the Development of Critical Thinking in Youth: Example of Inequality Proof,Educational Technology
10.1109/JBHI.2024.3470338,LLM-Enhanced Multi-Teacher Knowledge Distillation for Modality-Incomplete Emotion Recognition in Daily Healthcare,Machine Learning
10.1109/ICACCTech61146.2023.00016,Possibilities and Pitfalls of Generative Pre-Trained Transformers in Healthcare,Natural Language Processing
10.1109/TLT.2024.3386095,ChatGPT for Learning HCI Techniques: A Case Study on Interviews for Personas,Human-Computer Interaction
10.1109/FLLM63129.2024.10852445,"From Pixels to Paragraphs: Extraction of Text from Medical Reports using LLMs, Systematic Literature Review",Natural Language Processing
10.1109/CSCE60160.2023.00171,Analysis of Plagiarism via ChatGPT on Domain-Specific Exams,Cloud Computing
10.1109/EDUCON62633.2025.11016642,CustomAIzEd: Bridging Interdisciplinary Gaps in AI Education with Customized Content Using LLMs,Artificial Intelligence Education
10.1109/TAI.2025.3569516,Inadequacies of Large Language Model Benchmarks in the Era of Generative Artificial Intelligence,Artificial Intelligence
10.1109/ITT59889.2023.10184267,Artificial Intelligence in Education: An Argument of Chat-GPT Use in Education,Artificial Intelligence in Education
10.1109/TALE62452.2024.10834346,ChatGPT Calls for Self Reflection: Student Perceptions of Evaluation Activities in Video,Educational Technology
10.1109/EDUCON60312.2024.10578712,Does Industry 5.0 Need an Engineering Education 5.0? Exploring Potentials and Challenges in the Age of Generative AI,Artificial Intelligence in Education
10.1109/CSICC65765.2025.10967446,Enhancing Learning Performance through LLM-Driven Adaptive Contents Based on Facial Engagement Detection,Human-Computer Interaction
10.1109/FIE61694.2024.10893194,Enhancing Pre-Class Content Learning in a Flipped Classroom: An Experimental Study of the Benefits of Note-Taking,Educational Technology
10.1109/ICSME58944.2024.00045,Investigating Developers' Preferences for Learning and Issue Resolution Resources in the ChatGPT Era,Software Engineering
10.13052/jwe1540-9589.2324,Transformative Technologies in the Evaluation of a Vocational Education System,Educational Technology
10.1109/UPCON62832.2024.10983088,Analyzing Student Engagement With ChatGPT: A Data-Analysis Perspective,Human-Computer Interaction
10.1049/icp.2025.1174,Automated question generation from job descriptions using large language models: an evaluation of role-fit and fairness,Natural Language Processing
10.1109/EDUCON62633.2025.11016655,Do Large Language Models Require Prior Knowledge for Learning? A Preliminary Study,Human-Computer Interaction
10.1109/EDUNINE62377.2025.10981323,Tool-Based Retrieval-Augmented Generative as an Automated Assistant in Object-Oriented Programming Course,Object-oriented Programming
10.1109/ICELIE62250.2024.10814858,The Potential of AI in Electrical and Electronic Engineering Education: A Review,Educational Technology in Engineering
10.1109/COMPSAC61105.2024.00252,Students' Perspectives on AI Code Completion: Benefits and Challenges,Human-Computer Interaction
10.1109/ICIMCIS63449.2024.10956533,A Comprehensive Review and Research Trends of Large Language Models (LLMs) in Artificial Intelligence,Natural Language Processing
10.1109/ITHET61869.2024.10837597,The Benefits and Challenges of Using Artificial Intelligence in Teaching English as a Foreign Language in Higher Education,Educational Technology
10.1109/IC3SE62002.2024.10593283,Synergizing Futures: Precision Career Mapping with Llama 2 and AI Fine-Tuning for Personalized Path Prediction and Guided Navigation,Human-Computer Interaction
10.1109/ACCESS.2025.3578047,Subjective and Objective Quality Assessments of AI-generated Images for Language E-Learning,Human-Computer Interaction
10.1109/ICEEICT61591.2024.10718488,Exploring State-of-the-Art Methods in Mastering Digital Signal Processing through Blended Learning,Digital Signal Processing
10.1109/ICSME58846.2023.00051,A case study of fairness in generated images of Large Language Models for Software Engineering tasks,Ethics in AI and Software Engineering
10.1109/ICM63406.2024.10815706,Query-Based Topic Modeling and Trend Analysis in Scientific Literature,Natural Language Processing
10.1109/CSEET62301.2024.10662997,Assessing Software Development Competences Constructively Aligned in an Open-Web Format,Software Engineering
10.1109/CSCI62032.2023.00270,Using Assignment Incentives to Reduce Student Procrastination and Encourage Code Review Interactions,Education Technology
10.1109/ICET62460.2024.10868886,Decoding Acceptance through Technology Acceptance Model: A Descriptive Study of ChatGPT Usage Across Academic Disciplines,Human-Computer Interaction
10.1109/EDUCON60312.2024.10578718,Solving Computer Science 2 Tasks: Students’ Reflections on the Use of ChatGPT,Introductory Programming
10.1109/ICSE-NIER66352.2025.00006,AI-Assisted Autoformalization of Combinatorics Problems in Proof Assistants,Formal Methods
10.1109/ISEC61299.2024.10665172,ChatGPT in the Classroom: Experimentation in a Python Class for Non-Computing Majors,Introductory Programming
10.1109/MCE.2024.3449558,Consumer Electronics and GenAI Providing User Experiences in Mental Health,Human-Computer Interaction
10.1109/ACCESS.2025.3548590,GLM-4 Based Method for Automatic Construction of Content Graph,Software Engineering
10.1145/3639474.3640065,Beyond Functional Correctness: An Exploratory Study on the Time Efficiency of Programming Assignments,Introductory Programming
10.1109/TELFOR63250.2024.10819129,Comparison of Ensemble Methods for Sentiment Analysis in Serbian Language,Natural Language Processing
10.1109/MEES61502.2023.10402376,Transformation of Education in the Context of Modern Informational and Cultural Realities of Artificial Intelligence ChatGPT Application,Artificial Intelligence and Society
10.1109/SSIM59263.2023.10469498,Usage Intentions of AIGC: From Social Media Conversation Volume and Consumer Analysis,Social Media Analytics
10.1109/UBMK63289.2024.10773596,Are We Asking the Right Questions to ChatGPT for Learning Software Design Patterns?,Software Engineering
10.1109/CAISAIS59399.2023.10270477,Roadmap for Software Engineering Education using ChatGPT,Software Engineering
10.1109/ICSPC59664.2023.10420194,Language AI in Programming: A Case Study of ChatGPT in Higher Eduation Using Natural Language Processing,Introductory Programming
10.1109/INES59282.2023.10297824,Prof Pi: Tutoring Mathematics in Arabic Language using GPT-4 and Whatsapp,Educational Technology
10.1109/ICSME58944.2024.00058,Can Developers Prompt? A Controlled Experiment for Code Documentation Generation,Software Engineering
10.1109/EDUCON62633.2025.11016480,An Exploratory Study of Senior Computing UK Academic Faculty Perspectives on Academic Integrity and Student Cheating,Academic Integrity in Computing Education
10.1109/DSA59317.2023.00119,Assessing ChatGPT’s Comprehension of Perturbed Text through Text Linguistic Features,Natural Language Processing
10.1109/TIV.2024.3349466,Integrating Large Language Models and Metaverse in Autonomous Racing: An Education-Oriented Perspective,Autonomous Systems
10.1109/EDUCON62633.2025.11016517,Evaluating the Impact of Assistive AI Tools on Learning Outcomes and Ethical Considerations in Programming Education,Introductory Programming
10.1109/ACCESS.2024.3524588,A Review of Applying Large Language Models in Healthcare,Machine Learning
10.1109/ICSE48619.2023.00194,Large Language Models are Few-shot Testers: Exploring LLM-based General Bug Reproduction,Software Engineering
10.1109/IMCOM64595.2025.10857545,Deep Learning Strategies for Identifying Machine-Generated Text,Machine Learning
10.1109/TCSS.2023.3291539,Believe in Artificial Intelligence? A User Study on the ChatGPT’s Fake Information Impact,Human-Computer Interaction
10.1145/3639474.3640059,Experience Report: Identifying Common Misconceptions and Errors of Novice Programmers with ChatGPT,Introductory Programming
10.1109/FIE61694.2024.10893083,"Navigating the Dual Edges of AI in Engineering Education: Opportunities, Challenges, and Societal Readiness",Artificial Intelligence in Education
10.1109/EMR.2024.3394540,Pros and Cons of Artificial Intelligence–ChatGPT Adoption in Education Settings: A Literature Review and Future Research Agendas,Educational Technology
10.1109/ICETA63795.2024.10850835,AI-Based Assistant: LLMs for Effective Robotics Education and Research,Robotics
10.1109/BigData62323.2024.10825748,SurgBox: Agent-Driven Operating Room Sandbox with Surgery Copilot,Human-Computer Interaction
10.1109/EDUCON62633.2025.11016497,Accessible and Reliable AI Coding Tutors: Augmenting Large Language Models with Retrieval-Augmented Generation for Java Programming,Object-oriented Programming
10.1109/ISM63611.2024.00064,The ≪Huh?≫ Button: Improving Understanding in Educational Videos with Large Language Models,Human-Computer Interaction
10.1109/ICSA-C65153.2025.00070,An Exploratory Study on Architectural Smell Refactoring Using Large Languages Models,Software Engineering
10.1109/ACCESS.2025.3532883,"Generative Artificial Intelligence in Computer Programming: Does It Enhance Learning, Motivation, and the Learning Environment?",Introductory Programming
10.1109/CSCI62032.2023.00015,Enhancing Drug Safety Documentation Search Capabilities with Large Language Models: A User-Centric Approach,Natural Language Processing
10.1109/IC457434.2024.10486526,Code Insight - Flowchart Generator,Software Engineering
10.1145/3639478.3640024,TestSpark: IntelliJ IDEA's Ultimate Test Generation Companion,Software Engineering
10.1109/FMLDS63805.2024.00060,Predicting College Admission Results with Machine Learning on Unstructured Online Data,Machine Learning
10.1109/SCCC63879.2024.10767612,Enhancing Agile Project Management Education with AI: ChatGPT-4's Role in Evaluating Student Contributions,Software Engineering
10.1109/FLLM63129.2024.10852461,Comparative Analysis of Loop-Free Function Evaluation Using ChatGPT and Copilot with C Bounded Model Checking,Software Engineering
10.1145/3639474.3640068,Assessing AI Detectors in Identifying AI-Generated Code: Implications for Education,Introductory Programming
10.1109/CSEET62301.2024.10663027,ChatGPT's Aptitude in Utilizing UML Diagrams for Software Engineering Exercise Generation,Software Engineering
10.1109/TPAMI.2025.3573609,LLaFS++: Few-Shot Image Segmentation With Large Language Models,Machine Learning
10.1109/ICEV63254.2024.10765939,Study of perception on the use of generative artificial intelligence in higher-level students,Human-Computer Interaction
10.1109/MIPRO60963.2024.10569274,Student Perception of Using Generative AI Tools in Relation to Academic Integrity and Their Advantages and Disadvantages,Ethics in Technology
10.1109/MetroXRAINE62247.2024.10797032,An Overview On Large Language Models Across Key Domains: A Systematic Review,Artificial Intelligence
10.1109/IRASET64571.2025.11008316,Unveiling Health’s Tomorrow: A Comprehensive Review of Anomaly Detection for IoMT Using Large Language Models,Machine Learning
10.1109/EDUCON60312.2024.10578705,Leveraging Prompt Engineering on ChatGPT for Enhanced Learning in CEC330: Digital System Design in Aerospace,Digital System Design
10.1109/ICA-ACCA62622.2024.10766746,Effectiveness of Generative Artificial Intelligence in learning programming to higher education students,Introductory Programming
10.1145/3597503.3639223,Uncovering the Causes of Emotions in Software Developer Communication Using Zero-shot LLMs,Software Engineering
10.1109/FIE61694.2024.10893375,Unlocking Learning Potential: Generative AI Chatbots as Study Partners in Online BS in Computer Science Degree Program,Educational Technology in Computer Science
10.1109/ICAICTA63815.2024.10763263,An Interactive Question-Answering System Using Large Language Model and Retrieval-Augmented Generation in an Intelligent Tutoring System on the Programming Domain,Intelligent Tutoring Systems
10.1109/ICMSCI62561.2025.10893904,Enhancing Medical Libraries: AI-Driven Tools and Techniques for Digital Transformation and Sustainable Innovation,Artificial Intelligence Applications in Library Science
10.1109/ACCESS.2024.3450629,Exploring Generative Artificial Intelligence Research: A Bibliometric Analysis Approach,Artificial Intelligence
10.1109/TSE.2024.3392499,No Need to Lift a Finger Anymore? Assessing the Quality of Code Generation by ChatGPT,Software Engineering
10.1109/JBHI.2024.3481412,A LLM-Based Hybrid-Transformer Diagnosis System in Healthcare,Machine Learning
10.1109/ICONAT61936.2024.10774681,Study on Students' Perceptions of Generative AI in Learning Programming Courses,Introductory Programming
10.1109/ICDT63985.2025.10986583,Skilldev: Genai-Powered Skill Upgrading Platform,Educational Technology
10.1109/TLT.2025.3539179,Impact of GPT-Driven Teaching Assistants in VR Learning Environments,Human-Computer Interaction
10.1109/ACCESS.2024.3408843,Automatic Estimation for Visual Quality Changes of Street Space via Street-View Images and Multimodal Large Language Models,Computer Vision
10.1109/CSTE62025.2024.00030,Generative AI Research of Education from 2013 to 2023,Educational Technology
10.1109/ISEC61299.2024.10665264,Fostering Diversity and Knowledge in Artificial Intelligence: An Inclusive Platform of Career Insights and Resources from Conversations with Leaders in the Field,Computer Science Education
10.1109/WEEF-GEDC59520.2023.10343985,"Engineering, the Profession in Trouble: Lack of Programme Development Standards That Support the AI Chatbot? A System View",Engineering Education and AI Integration
10.1109/ICSME58944.2024.00042,On the Generalizability of Transformer Models to Code Completions of Different Lengths,Machine Learning
10.1109/ACCESS.2024.3356584,Tracking ChatGPT Research: Insights From the Literature and the Web,Artificial Intelligence
10.1109/JICV59748.2023.10565716,Why ChatGPT Isn't Introductory Programming Freshmen's Best Friend,Introductory Programming
10.1109/RITA.2024.3458848,The Use of ChatGPT in Improving and Reviewing Scientific Paper Writing: An Exploratory Study,Software Engineering
